Time,F_Scale,Location,County,State,Lat,Lon,Comments
Time,Speed,Location,County,State,Lat,Lon,Comments
1300,UNK,MATTOON,COLES,IL,39.48,-88.37,TREE FELL ACROSS ROAD BLOCK AND POWER WENT OUT FROM THUNDERSTORMS LAST NIGHT. CREWS TOOK 3 HOURS TO CLEAN UP THE TREE. (ILX)
1825,UNK,1 E NINEPOINTS,LANCASTER,PA,39.91,-76.03,LARGE TREE DOWN ALONG NOBLE ROAD IN SADSBURY TWP. (CTP)
1830,UNK,BETHANY,WOLFE,KY,37.65,-83.47,ONE TREE DOWN ON CAVE BRANCH ROAD. (JKL)
1834,UNK,5 NW JACKSON,BREATHITT,KY,37.6,-83.46,TREES DOWN NEAR MOUNT CARMEL SCHOOL. (JKL)
1900,UNK,DOVER PLAINS,DUTCHESS,NY,41.75,-73.58,TREES DOWN AND GRILL PUSHED ACROSS DECK BY WIND (ALY)
1925,UNK,RICHMOND,CHESHIRE,NH,42.75,-72.28,TREES AND WIRES DOWN ON BULLOCK ROAD (BOX)
1929,UNK,LITCHFIELD,LITCHFIELD,CT,41.74,-73.19,TREES DOWN. TIME ESTIMATED BY RADAR. (ALY)
1930,UNK,ALTON,BELKNAP,NH,43.45,-71.22,LAKES REGION DISPATCH REPORTS A TREE DOWN AND THROUGH A COTTAGE ON MCKOME LANE IN ALTON NH. (GYX)
1943,UNK,UPPER FREDERICK TWP,MONTGOMERY,PA,40.31,-75.51,TREES AND WIRES REPORTED DOWN IN UPPER FREDERICK TOWNSHIP. (PHI)
1948,UNK,FAIRFIELD,FAIRFIELD,CT,41.13,-73.28,NUMEROUS TREES REPORTED DOWN BY POLICE DISPATCH. (OKX)
1951,UNK,5 NW JACKSON,BREATHITT,KY,37.6,-83.46,TREES DOWN NEAR MOUNT CARMEL SCHOOL. (JKL)
2000,UNK,FLUSHING,QUEENS,NY,40.77,-73.84,NUMEROUS TREES AND WIRES DOWN IN THE 109 PRECINCT. ONE TREE FELL ON CAR AND ONE TREE FELL ON HOME. (OKX)
2008,UNK,BERNARDSTON,FRANKLIN,MA,42.67,-72.55,WIRES DOWN ON MERRIFIELD ROAD AND RTE 10 (BOX)
2010,UNK,PLEASANT VALLEY,MONMOUTH,NJ,40.37,-74.21,SCHANCK ROAD AND PLEASANT VALLEY ROAD WERE CLOSED DUE TO DOWNED TREES. DELAYED REPORT. (PHI)
2017,UNK,MANALAPAN,MONMOUTH,NJ,40.26,-74.4,TREES DOWN ON POWERLINES (PHI)
2028,UNK,LEYDEN,FRANKLIN,MA,42.7,-72.62,TREES DOWN WITH TRANSFORMER STRUCK BY LIGHTING ON SOUTH COUNTY ROAD. (BOX)
2030,UNK,ORANGE,FRANKLIN,MA,42.59,-72.3,MULTIPLE TREES DOWN ACROSS TOWN (BOX)
2037,UNK,BROOKLINE,HILLSBOROUGH,NH,42.73,-71.67,LARGE LIMB DOWN AT SILVER BEACH (BOX)
2040,UNK,PELHAM,HILLSBOROUGH,NH,42.73,-71.32,TREE DOWN ON OLD BRIDGE AND BRIDGE ROADS... ALSO ON MARSH AND ALBERT STREET. (BOX)
2045,UNK,NORWALK,FAIRFIELD,CT,41.09,-73.42,TREE DOWN AT FILBERT AND BARBARA ROAD. (OKX)
2057,UNK,HEDGESVILLE,BERKELEY,WV,39.55,-77.99,TREE DOWN. (LWX)
2057,UNK,LOWELL,MIDDLESEX,MA,42.64,-71.32,TREES DOWN ON VFW PARKWAY WITH PERSON TRAPPED (BOX)
2100,UNK,PEPPERELL,MIDDLESEX,MA,42.67,-71.59,6 IN DIAMETER LIMBS DOWN AND WIRES DOWN ON NASHUA RD AND DOW ST. (BOX)
2100,UNK,METHUEN,ESSEX,MA,42.72,-71.18,LARGE TREE LIMBS DOWN ON OAK STREET (BOX)
2105,UNK,FITCHBURG,WORCESTER,MA,42.59,-71.82,TREE DOWN THROUGH A HOUSE ON MYRTLE AVE. TREE DOWN BLOKING ROSS STREET. ALSO TREE AND WIRES DOWN ON ARCADIA AND TOWNSEND STREET. (BOX)
2105,UNK,BALDWINVILLE,WORCESTER,MA,42.61,-72.08,TREE AND WIRES DOWN ON RIVER ROAD (BOX)
2105,UNK,LEYDEN,FRANKLIN,MA,42.7,-72.62,HOUSE FIRE DUE TO LIGHTING STRIKE ON ALEXANDER STREET (BOX)
2108,UNK,MILLSTONE TWP,MONMOUTH,NJ,40.2,-74.43,TREES DOWN ON WIRES (PHI)
2115,UNK,2 NNW CHEWSVILLE,WASHINGTON,MD,39.67,-77.65,TREE DOWN ACROSS CLOPPER ROAD AT OLD FORGE (LWX)
2115,UNK,NORTH ANDOVER,ESSEX,MA,42.7,-71.12,TREES AND LARGE BRANCHES DOWN ON OSGOOD ST...HARKAWAY ST AND ACADEMY LANE. (BOX)
2120,UNK,EVESHAM TWP,BURLINGTON,NJ,39.86,-74.89,TREES DOWN ON WIRES ALONG OLD MARLTON PIKE (PHI)
2120,UNK,FITCHBURG,WORCESTER,MA,42.59,-71.82,POWER LINE DOWN ON SOUTH STREET. (BOX)
2120,UNK,HOLLIS,HILLSBOROUGH,NH,42.73,-71.58,TREES AND WIRES DOWN ON DOW ROAD (BOX)
2130,UNK,IPSWICH,ESSEX,MA,42.68,-70.83,MULTIPLE TREES DOWN ON MILE LANE AND LINEBROOK ROAD... TURKEY SHORE... SOUTH MAIN... MILE LANE... AND TOPSFIELD ROAD. ALSO TREES DOWN BLOCKING COMMUTER RAIL TRACKS. (BOX)
2130,UNK,BROWNFIELD,OXFORD,ME,43.94,-70.91,OXFORD COUNTY SHERIFF REPORTED TREES DOWN ON MAIN STREET. (GYX)
