Time,F_Scale,Location,County,State,Lat,Lon,Comments
Time,Speed,Location,County,State,Lat,Lon,Comments
2351,UNK,4 E LAKE TUSCALOOSA BIN,TUSCALOOSA,AL,33.38,-87.54,TREE DOWN NEAR US HWY 69 AND TIERCE PATTON ROAD (BMX)
2357,UNK,GALLION,HALE,AL,32.5,-87.72,TREES DOWN AND PROPERTY DAMAGE NEAR GALLION. (BMX)
0438,UNK,3 NNW TROY,PIKE,AL,31.85,-86,MOBILE HOMES DAMAGED NEAR TROY AIRPORT. POSSIBLE ENTRAPMENT. POSSIBLE TORNADO. (BMX)
1115,UNK,2 N LINDEN,CASS,TX,33.04,-94.36,POWER LINE BLOWN DOWN,SMALL FIRE RESULTED ON HWY 8 NORTH OF LINDEN (SHV)
1151,UNK,WINCHELL,BROWN,TX,31.47,-99.16,SEVERAL TREE LIMBS WERE KNOCKED DOWN. THE LARGEST LIMBS WERE 12 INCH DIAMETER BY 6 FEET LONG. TIMES ESTIMATED BASED OFF SPOTTER ESTIMATE AND RADAR DATA. (SJT)
1157,UNK,INDIAN CREEK,BROWN,TX,31.52,-98.98,A LARGE 20-30 FOOT OAK TREE IN GOOD HEALTH WAS COMPLETELY UPROOTED. (SJT)
Time,Size,Location,County,State,Lat,Lon,Comments
0830,100,JENNINGS,JEFFERSON DAVIS,LA,30.22,-92.66,A BRIEF PERIOD OF DIME TO QUARTER SIZE HAIL REPORTED BY THE JENNINGS POLICE DEPARTMENT. (LCH)
0932,100,RUSK,CHEROKEE,TX,31.8,-95.15,(SHV)
1058,100,MAY,BROWN,TX,31.98,-98.92,NICKEL-SIZED HAIL WITH A FEW QUARTER-SIZED HAILSTONES WERE OBSERVED AROUND 5 AM. THE EVENT LASTED 10 TO 15 MINUTES. (SJT)
