Time,F_Scale,Location,County,State,Lat,Lon,Comments
1812,UNK,10 NNE SILVERTON,BRISCOE,TX,34.6,-101.24,TORNADO REPORTED 10 NNE OF SILVERTON BY OFF DUTY FIREMAN. (LUB)
1915,UNK,17 E CODY,PARK,WY,44.52,-108.71,ROPE TORNADO ON GROUND IN OPEN SPACE FROM ABOUT 115 PM TO 122 PM. (RIW)
1923,UNK,LELIA LAKE,DONLEY,TX,34.9,-100.77,(AMA)
1933,UNK,5 N HEDLEY,DONLEY,TX,34.94,-100.66,SIGNIFICANT DAMAGE TO A LARGE BARN AT INTERSECTION OF FM 2471 AND COUNTY ROAD 25. TREES UPROOTED. DEBRIS FROM BARN THROWN OVER A QUARTER OF A MILE. (AMA)
2001,UNK,2 W DOZIER,COLLINGSWORTH,TX,35.08,-100.38,(AMA)
2027,UNK,TWITTY,WHEELER,TX,35.31,-100.24,(AMA)
2125,UNK,5 N NASSAU,LAC QUI PARLE,MN,45.13,-96.43,TRAINED SPOTTER REPORTED TORNADO TOUCH DOWN FOR ABOUT TWO MINUTES NEAR ROSEN. NO DAMAGE REPORTED SO FAR. (MPX)
2132,UNK,4 N CHAPPELL,DEUEL,NE,41.15,-102.47,THIS WAS A CONFIRMED LAND SPOUT BY THE FIRE DEPT. (LBF)
2135,UNK,5 NE WATSON,CHIPPEWA,MN,45.05,-95.72,TRAINED SPOTTER REPORTED TORNADO TOUCHDOWN NORTH OF MONTEVIDEO. LAW ENFORCEMENT REPORTED PART OF ROOF BLOWN OFF BUILDING AT A FARMSTEAD 1 MILE WEST OF HWY 29 ABOUT 7 MI (MPX)
2230,UNK,3 NW ODELL,WILBARGER,TX,34.38,-99.45,(OUN)
2230,UNK,6 SW ELMER,JACKSON,OK,34.42,-99.43,UPDATED START LOCATION. PRELIMINARY INFORMATION. EF2 TORANDO. A TORNADO DEVELOPED IN SOUTHERN JACKSON COUNTY ABOUT 6 MILES SOUTHWEST OF ELMER OK OR 3 MILES NORTHWEST OF (OUN)
2231,UNK,5 WNW HARTFORD,LYON,KS,38.34,-96.04,TORNADO REPORTED NEAR 1632 RD 110. POSSIBLE STRUCTURAL DAMAGE. (TOP)
2237,UNK,2 N NEOSHO RAPIDS,LYON,KS,38.4,-95.99,DELAYED REPORT. CONFIRMED TORNADO. STRUCTURAL DAMAGE TO A SHED AND A HOME. (TOP)
2237,UNK,2 NW MURDOCK,SWIFT,MN,45.24,-95.42,TRAINED SPOTTER REPORTED TORNADO TOUCHDOWN 2 MILES NW OF MURDOCK. (MPX)
2247,UNK,2 E ELK CITY,BECKHAM,OK,35.41,-99.38,I40 AT MILE MARKER 41 (OUN)
2251,UNK,3 WSW MURDOCK,SWIFT,MN,45.21,-95.45,TRAINED SPOTTER REPORTED MULTI-VORTEX TORNADO 3 MILES WSW OF MURDOCK. (MPX)
2322,UNK,6 NW FAIRVIEW,MAJOR,OK,36.33,-98.55,A TORNADO DEVELOPED 5.5 MILES NORTHWEST OF FAIRVIEW AND MOVED NORTHEAST TO 4 MILES NORTH-NORTHEAST OF CLEO SPRINGS. THE TORNADO PASSED JUST NORTHWEST OF CLEO SPRINGS. T (OUN)
2339,UNK,5 WSW SUNBURG,SWIFT,MN,45.32,-95.33,STORM CHASER REPORTED TORNADO BRIEFLY TOUCHED DOWN 5 MILES WSW OF SUNBURG. (MPX)
