Time,F_Scale,Location,County,State,Lat,Lon,Comments
Time,Speed,Location,County,State,Lat,Lon,Comments
1856,64,MEDICINE LODGE,BARBER,KS,37.29,-98.58,64 MPH MEASURED AT 156 PM CDT (DDC)
2035,UNK,1 N EDGERTON,PIPESTONE,MN,43.88,-96.13,LOTS OF TREE BRANCHES UP TO 2 INCHES IN DIAMETER KNOCKED DOWN ACROSS TOWN IN EDGERTON. ALSO PONDING WATER IN THE STREETS. (FSD)
2056,70,CURRIE,MURRAY,MN,44.07,-95.66,WIND GUSTS ESTIMATED AT 70 MPH DUE TO HUGE WAVES SPLASHING UP ON THE DOCKS OF LAKE SARAH. (FSD)
2110,58,HUTCHINSON,RENO,KS,38.07,-97.91,(ICT)
2144,UNK,2 W SELLERS,MONTGOMERY,AL,32.05,-86.34,ONE LARGE TREE WAS BLOWN DOWN INTO POWER LINES. HICKORY GROVE ROAD LAPINE... AL. WIND ESTIMATED BETWEEN 40 AND 50 MPH. (BMX)
Time,Size,Location,County,State,Lat,Lon,Comments
2120,100,GULF BREEZE,SANTA ROSA,FL,30.36,-87.2,EMERGENCY MANAGEMENT REPORTED QUARTER SIZE HAIL AT BURGREN RD. AT HWY.98. (MOB)
2209,100,1 NNE PACE,SANTA ROSA,FL,30.61,-87.15,QUARTER SIZE HAIL REPORTED AT W. SPENCER FIELD RD. AND NORRIS RD. TRAFFIC LIGHT AND POWER LINES DOWN NEARBY. (MOB)
