Time,F_Scale,Location,County,State,Lat,Lon,Comments
2155,UNK,3 S LOW MOOR,CLINTON,IA,41.75,-90.36,EMERGENCY MANAGER OBSERVED A BRIEF TORNADO IN A FARM FIELD JUST NORTH OF FOLLETTS WITH 5 TO 10 SECONDS OF SWIRLING DIRT AT THE SURFACE. NO DAMAGE. TIME ESTIMATED. (DVN)
2212,UNK,5 SW BRADFORD,STARK,IL,41.13,-89.73,PATH LENGTH 5.51 MILES... PEAK WIDTH 100 YARDS... ESTIMATED PEAK WIND 95 MPH EF1. GREATEST DAMAGE WAS ON EAST SIDE OF CASTLETON WITH TREE DAMAGE AND DAMAGE TO A FEW HOM (ILX)
2230,UNK,3 W CEDAR POINT,PUTNAM,IL,41.26,-89.18,(LOT)
2241,UNK,3 ESE UTICA,LA SALLE,IL,41.32,-88.95,*** 2 FATAL... 14 INJ *** UPDATED FOR NWS STORM SURVEY INFORMATION AND ADDITIONAL FATALITY. LOCATION AND TIME IS OF START OF TORNADO. THE MAXIMUM INTENSITY WAS EF-3 WIT (LOT)
2244,UNK,2 ESE COLETA,WHITESIDE,IL,41.89,-89.76,A DAMGE SURVEY FOUND DAMAGE LONG A 2.63 MILE LONG PATH THAT WAS 75 YARDS WIDE AND THE TORNADO HAD PEAK ESTIMATED WINDS OF 100 MPH OR RATED EF-1. THE TORNADO TOUCHED DOW (DVN)
2245,UNK,OTTAWA,LA SALLE,IL,41.35,-88.84,*** 1 FATAL... 1 INJ *** LAW ENFORCEMENT AND EMERGENCY MANAGEMENT CONFIRMED ONE FATALITY AND AT LEAST ONE INJURY. (LOT)
2251,UNK,OTTAWA,LA SALLE,IL,41.35,-88.84,STORM CHASER REPORTED LARGE ALMOST WEDGE SHAPED TORNADO ON THE GROUND. (LOT)
2300,UNK,3 N MARSEILLES,LA SALLE,IL,41.37,-88.68,UPDATED FOR NWS STORM SURVEY INFORMATION. LOCATION AND TIME IS OF START OF TORNADO. THE MAXIMUM INTENSITY IS EF-1 WITH ESTIMATED PEAK WINDS OF 110 MPH. THE PATH LENGTH (LOT)
2306,UNK,MARSEILLES,LA SALLE,IL,41.33,-88.69,AT THE INTERSECTION OF NE 30TH AND E 25TH. ELECTRICAL TOWER DOWN BLOCKING ROAD AND MULTIPLE BULDINGS DAMAGED. HOUSE WITH ROOF BLOWN OFF. POWER LINE DOWN ON ROAD. (LOT)
2307,UNK,5 SSE OREGON,OGLE,IL,41.95,-89.31,UPDATED FOR NWS STORM SURVEY INFORMATION. LOCATION AND TIME IS OF START OF TORNADO. THE MAXIMUM INTENSITY WAS EF-1 WITH ESTIMATED PEAK WINDS OF 90-95 MPH. THE PATH LENG (LOT)
2313,UNK,2 NW MORRIS,GRUNDY,IL,41.39,-88.46,STORM CHASER REPORTS VERY LARGE TORNADO 2 MILES NORTHWEST OF MORRIS. (LOT)
2326,UNK,4 W WASHBURN,WOODFORD,IL,40.92,-89.37,PATH LENGTH 18.0 MILES... PEAK WIDTH 600 YARDS. GREATEST DAMAGE IN WASHBURN... WHERE IT DAMAGED 8 HOUSES AND DID SIGNIFICANT DAMAGE TO ROOFS... GARAGES... AUTOMOBILES A (ILX)
2334,UNK,WASHBURN,WOODFORD,IL,40.92,-89.29,DAMAGE REPORT...STUCTURAL DAMAGE... POWER POLES DOWN. (ILX)
2347,UNK,2 S TOLUCA,MARSHALL,IL,40.98,-89.13,STILL ON GROUND. HEADING TOWARD RUTLAND. (ILX)
2356,UNK,RUTLAND,LA SALLE,IL,40.98,-89.04,ROPE TORNADO REPORTED 5 MILE NE OF RUTLAND (LOT)
0040,UNK,4 WSW LESTERVILLE,REYNOLDS,MO,37.43,-90.89,EF1 TORNADO SURVEYED WITH MAXIMUM WIND SPEED OF 90 MPH. 4.5 MILES LONG AND 80 YARDS WIDE. MAINLY TREE DAMAGE. (LSX)
0103,UNK,1 W HIGGINSON,WHITE,AR,35.19,-91.73,*** 4 INJ *** THIS TORNADO WAS RATED EF1 WITH WINDS ESTIMATED AT 110 MPH. THE TORNADO TRACKED 1.5 MILES... AND HAD A WIDTH OF 120 YARDS. THERE WERE FOUR INJURIES. (LZK)
0109,UNK,SW KENSETT,WHITE,AR,35.24,-91.67,THIS TORNADO WAS RATED EF2 WITH WINDS ESTIMATED AT 115 MPH. THE TORNADO BEGAN ROUGHLY 0.8 MILE SOUTHWEST OF KENSETT. THE SURVEY IS STILL IN PROGRESS. (LZK)
0116,UNK,12 WNW FREDERICKTOWN,MADISON,MO,37.63,-90.49,EF0 TORNADO WITH MAXIMUM WIND SPEED OF 85 MPH. 4.5 MILES LONG AND 50 YARDS WIDE. MAINLY TREE DAMAGE NOTED ALONG PATH... WITH ONE BARN DESTROYED. (LSX)
0154,UNK,NILES,BERRIEN,MI,41.84,-86.24,EF-1 TORNADO CONFIRMED. TORNADO TOUCHED DOWN IN DOWNTOWN NILES NEAR EAST ELEMENTARY SCHOOL. EXTENSIVE TREE DAMAGE ALONG WITH MINOR TO SIGNIFICANT STRUCTURAL DAMAGE TO H (IWX)
0155,UNK,5 WNW PERRYVILLE,PERRY,MO,37.75,-89.96,*** 1 FATAL... 12 INJ *** EF-4 TORNADO WITH A 50.4 MILE PATH THAT ENDED 1.8 MILES SW OF CHRISTOPHER... IL. PEAK WINDS WERE 180 MPH. SOME OF THE WORST DAMAGE WAS ON NORT (PAH)
0158,UNK,3 N POKAGON,CASS,MI,41.95,-86.17,EF-1 TORNADO CONFIRMED.TORNADO TOUCHED DOWN IN FIELD SOUTHWEST OF DOWAGIAC AND TRACKED ACROSS SOUTH SIDE OF TOWN. TWO MOBILE HOMES DESTROYED ALONG WITH WIDESPREAD TREE (IWX)
0200,UNK,4 NE SILVER LAKE,PERRY,MO,37.72,-89.94,LARGE TORNADO VIEWED BY TRAINED SPOTTER WITHIN POWER FLASHES AND LIGHTNING. TREES DAMAGED. SEVERAL HOMES COMPLETELY DESTROYED. (PAH)
