Time,F-Scale,Location,County,State,Lat,Lon,Comments
1615,UNK,6 N GENEVA,GENEVA,AL,31.12,-85.86,TREES UPROOTED ON TOM FAIN RD (TAE)
1635,UNK,3 NNE GENEVA,GENEVA,AL,31.08,-85.86,SPOTTER REPORTS TREES DOWN AND STRUCTURAL DAMAGE ON NEVA DRIVE IN ROAD JUST NORTH OF GENEVA (TAE)
1635,UNK,N CHANCELLOR,GENEVA,AL,31.18,-85.88,TORNADO SITED BY RETIRED POLICE OFFICER IN CHANCELLOR,AL (TAE)
0115,UNK,5 SSW BELLE PLAINE,SCOTT,MN,44.55,-93.8,ROOF BLOWN OFF A LARGE SHED. ANOTHER SHED DOWN AND A 48 FOOT GRAIN BIN BLOWN INTO A FIELD. SCATTERED TREES WERE ALSO TOPPLED OR BROKEN. THE TORNADO BEGAN IN LE SUEUR CO (MPX)
Time,Speed,Location,County,State,Lat,Lon,Comments
1615,UNK,6 N GENEVA,GENEVA,AL,31.12,-85.86,TREES UPROOTED ON TOM FAIN RD (TAE)
1630,UNK,2 NE CHANCELLOR,COFFEE,AL,31.2,-85.86,TREE DOWN NEAR INTERSECTION OF HIGHWAY 27 SOUTH AND COUNTY ROAD 723. (TAE)
1806,UNK,2 S DEAN CHURCH ROAD,WALTON,FL,30.69,-86.12,NUMEROUS TREES DOWN ACROSS WESTERN SIDE OF COUNTY. (TAE)
1810,UNK,ENTERPRISE,COFFEE,AL,31.31,-85.85,TREES DOWN IN THE TOWN OF ENTERPRISE (TAE)
1820,UNK,5 SW MARLEY HILL,DALE,AL,31.45,-85.75,TREE AND FENCE DAMAGE REPORTED. (TAE)
1835,UNK,GENEVA,GENEVA,AL,31.04,-85.88,TREES DOWN COUNTY WIDE. (TAE)
1845,UNK,3 WSW JACKSONVILLE HEIG,DUVAL,FL,30.23,-81.84,FLORIDA POWER AND LIGHT UTILITY COMPANY REPORTED SEVERAL TREES DOWN. (JAX)
1912,UNK,RICHARDS CROSSROADS,BARBOUR,AL,31.74,-85.26,ONE TREE REPORTED DOWN ON COUNTY ROAD 57 NEAR RICHARDS CROSSROADS. ESTIMATED 50 MPH WIND GUSTS. (BMX)
1915,UNK,3 NW ABBEVILLE,HENRY,AL,31.6,-85.29,TREES DOWN ON STATE HWY 10 WEST,3 MILES NORTHWEST OF ABBEYVILLE. (TAE)
